NC_022584.1	NC_022584|1	100.000	1992567	0	0	1	1992567	1	1992567	0.0	3.680e+06
NC_022584.1	NC_022584|1	99.686	5102	11	5	1987467	1992567	1536651	1541748	0.0	9328
NC_022584.1	NC_022584|1	99.686	5102	11	5	1536651	1541748	1987467	1992567	0.0	9328
NC_022584.1	NC_022584|1	100.000	4372	0	0	1895875	1900246	1662130	1666501	0.0	8074
NC_022584.1	NC_022584|1	100.000	4372	0	0	1662130	1666501	1895875	1900246	0.0	8074
NC_022584.1	NC_022584|1	100.000	2201	0	0	1661981	1664181	73368	75568	0.0	4065
NC_022584.1	NC_022584|1	100.000	2201	0	0	73368	75568	1661981	1664181	0.0	4065
NC_022584.1	NC_022584|1	100.000	2052	0	0	1895875	1897926	73517	75568	0.0	3790
NC_022584.1	NC_022584|1	100.000	2052	0	0	73517	75568	1895875	1897926	0.0	3790
NC_022584.1	NC_022584|1	87.099	2868	336	27	1320721	1323571	1319740	1322590	0.0	3216
NC_022584.1	NC_022584|1	87.081	2864	344	20	1319740	1322590	1320721	1323571	0.0	3216
NC_022584.1	NC_022584|1	100.000	1471	0	0	1897921	1899391	159997	158527	0.0	2717
NC_022584.1	NC_022584|1	100.000	1471	0	0	1664176	1665646	159997	158527	0.0	2717
NC_022584.1	NC_022584|1	100.000	1471	0	0	158527	159997	1665646	1664176	0.0	2717
NC_022584.1	NC_022584|1	100.000	1471	0	0	158527	159997	1899391	1897921	0.0	2717
NC_022584.1	NC_022584|1	100.000	1466	0	0	1153452	1154917	1034314	1032849	0.0	2708
NC_022584.1	NC_022584|1	100.000	1466	0	0	1032849	1034314	1154917	1153452	0.0	2708
NC_022584.1	NC_022584|1	99.796	1467	3	0	1032848	1034314	76610	78076	0.0	2693
NC_022584.1	NC_022584|1	99.661	1474	4	1	1153445	1154917	78084	76611	0.0	2693
NC_022584.1	NC_022584|1	99.796	1467	3	0	76610	78076	1032848	1034314	0.0	2693
NC_022584.1	NC_022584|1	99.661	1474	4	1	76611	78084	1154917	1153445	0.0	2693
NC_022584.1	NC_022584|1	85.382	2620	345	32	1844903	1847503	134896	137496	0.0	2682
NC_022584.1	NC_022584|1	85.398	2623	339	35	134896	137496	1844903	1847503	0.0	2682
NC_022584.1	NC_022584|1	98.460	1429	22	0	935755	937183	935170	936598	0.0	2518
NC_022584.1	NC_022584|1	98.460	1429	22	0	935170	936598	935755	937183	0.0	2518
NC_022584.1	NC_022584|1	93.901	1574	90	6	1342545	1344115	1342218	1343788	0.0	2370
NC_022584.1	NC_022584|1	93.901	1574	90	6	1342218	1343788	1342545	1344115	0.0	2370
NC_022584.1	NC_022584|1	92.902	1606	108	5	1416712	1418314	1413753	1415355	0.0	2329
NC_022584.1	NC_022584|1	92.902	1606	108	5	1413753	1415355	1416712	1418314	0.0	2329
NC_022584.1	NC_022584|1	95.248	1473	64	5	1413453	1414922	1413153	1414622	0.0	2327
NC_022584.1	NC_022584|1	95.248	1473	64	5	1413153	1414622	1413453	1414922	0.0	2327
NC_022584.1	NC_022584|1	95.731	1429	59	2	1416454	1417881	1412895	1414322	0.0	2300
NC_022584.1	NC_022584|1	95.731	1429	59	2	1412895	1414322	1416454	1417881	0.0	2300
NC_022584.1	NC_022584|1	99.919	1233	1	0	1847008	1848240	137497	138729	0.0	2272
NC_022584.1	NC_022584|1	99.919	1233	1	0	137497	138729	1847008	1848240	0.0	2272
NC_022584.1	NC_022584|1	100.000	1068	0	0	1542317	1543384	1	1068	0.0	1973
NC_022584.1	NC_022584|1	100.000	1068	0	0	1	1068	1542317	1543384	0.0	1973
NC_022584.1	NC_022584|1	91.926	1251	87	11	1342872	1344115	1342218	1343461	0.0	1738
NC_022584.1	NC_022584|1	91.926	1251	87	11	1342218	1343461	1342872	1344115	0.0	1738
NC_022584.1	NC_022584|1	93.009	1173	76	5	1413753	1414922	1413153	1414322	0.0	1707
