NC_022568.1	NC_022568|1	100.000	2907193	0	0	1	2907193	1	2907193	0.0	5.369e+06
NC_022568.1	NC_022568|1	99.361	5946	18	12	1744243	1750176	237686	231749	0.0	10752
NC_022568.1	NC_022568|1	99.377	5943	17	12	231752	237686	1750173	1744243	0.0	10752
NC_022568.1	NC_022568|1	99.910	5548	4	1	2631666	2637213	2397773	2403319	0.0	10216
NC_022568.1	NC_022568|1	99.910	5548	4	1	2397773	2403319	2631666	2637213	0.0	10216
NC_022568.1	NC_022568|1	99.846	5189	6	2	237699	242886	231677	236864	0.0	9537
NC_022568.1	NC_022568|1	99.846	5189	6	2	231677	236864	237699	242886	0.0	9537
NC_022568.1	NC_022568|1	99.845	5153	7	1	1848998	1854149	242923	237771	0.0	9470
NC_022568.1	NC_022568|1	99.864	5150	6	1	237774	242923	1854146	1848998	0.0	9470
NC_022568.1	NC_022568|1	99.883	5115	6	0	1849035	1854149	1745062	1750176	0.0	9413
NC_022568.1	NC_022568|1	99.883	5115	6	0	1745062	1750176	1849035	1854149	0.0	9413
NC_022568.1	NC_022568|1	99.863	5116	6	1	1745062	1750176	242886	237771	0.0	9407
NC_022568.1	NC_022568|1	99.883	5113	5	1	237774	242886	1750173	1745062	0.0	9407
NC_022568.1	NC_022568|1	99.844	5116	7	1	1849035	1854149	236864	231749	0.0	9402
NC_022568.1	NC_022568|1	99.863	5113	6	1	231752	236864	1854146	1849035	0.0	9402
NC_022568.1	NC_022568|1	99.970	3300	1	0	2631751	2635050	242890	239591	0.0	6089
NC_022568.1	NC_022568|1	99.970	3300	1	0	239591	242890	2635050	2631751	0.0	6089
NC_022568.1	NC_022568|1	99.970	3296	1	0	2631755	2635050	236864	233569	0.0	6082
NC_022568.1	NC_022568|1	99.970	3296	1	0	233569	236864	2635050	2631755	0.0	6082
NC_022568.1	NC_022568|1	99.909	3300	2	1	2397858	2401156	242890	239591	0.0	6076
NC_022568.1	NC_022568|1	99.909	3299	3	0	2397858	2401156	1849031	1852329	0.0	6076
NC_022568.1	NC_022568|1	99.909	3300	2	1	2631751	2635050	1849031	1852329	0.0	6076
NC_022568.1	NC_022568|1	99.909	3299	3	0	1849031	1852329	2397858	2401156	0.0	6076
NC_022568.1	NC_022568|1	99.909	3300	2	1	239591	242890	2401156	2397858	0.0	6076
NC_022568.1	NC_022568|1	99.909	3300	2	1	1849031	1852329	2631751	2635050	0.0	6076
NC_022568.1	NC_022568|1	99.939	3296	1	1	2631755	2635050	1745062	1748356	0.0	6074
NC_022568.1	NC_022568|1	99.939	3296	1	1	1745062	1748356	2631755	2635050	0.0	6074
NC_022568.1	NC_022568|1	99.909	3296	2	1	2397862	2401156	236864	233569	0.0	6069
NC_022568.1	NC_022568|1	99.909	3295	3	0	2397862	2401156	1745062	1748356	0.0	6069
NC_022568.1	NC_022568|1	99.909	3295	3	0	1745062	1748356	2397862	2401156	0.0	6069
NC_022568.1	NC_022568|1	99.909	3296	2	1	233569	236864	2401156	2397862	0.0	6069
NC_022568.1	NC_022568|1	99.779	1813	3	1	2635318	2637130	1852346	1854157	0.0	3325
NC_022568.1	NC_022568|1	99.779	1813	3	1	1852346	1854157	2635318	2637130	0.0	3325
NC_022568.1	NC_022568|1	99.615	1819	3	3	2401424	2403238	233552	231734	0.0	3317
NC_022568.1	NC_022568|1	99.615	1819	3	3	2401424	2403238	239574	237756	0.0	3317
NC_022568.1	NC_022568|1	99.834	1805	3	0	237770	239574	2403228	2401424	0.0	3317
NC_022568.1	NC_022568|1	99.834	1805	3	0	231748	233552	2403228	2401424	0.0	3317
NC_022568.1	NC_022568|1	99.669	1813	5	1	2401424	2403236	1852346	1854157	0.0	3314
NC_022568.1	NC_022568|1	99.669	1813	5	1	1852346	1854157	2401424	2403236	0.0	3314
NC_022568.1	NC_022568|1	99.833	1801	3	0	2401424	2403224	1748373	1750173	0.0	3310
NC_022568.1	NC_022568|1	99.833	1801	3	0	1748373	1750173	2401424	2403224	0.0	3310
NC_022568.1	NC_022568|1	99.505	1819	5	3	2635318	2637132	233552	231734	0.0	3306
NC_022568.1	NC_022568|1	99.505	1819	5	3	2635318	2637132	239574	237756	0.0	3306
NC_022568.1	NC_022568|1	99.723	1805	5	0	237770	239574	2637122	2635318	0.0	3306
NC_022568.1	NC_022568|1	99.723	1805	5	0	231748	233552	2637122	2635318	0.0	3306
NC_022568.1	NC_022568|1	99.722	1801	5	0	2635318	2637118	1748373	1750173	0.0	3299
NC_022568.1	NC_022568|1	99.722	1801	5	0	1748373	1750173	2635318	2637118	0.0	3299
NC_022568.1	NC_022568|1	99.370	1269	6	2	2229779	2231047	167754	166488	0.0	2298
NC_022568.1	NC_022568|1	99.370	1269	6	2	166488	167754	2231047	2229779	0.0	2298
NC_022568.1	NC_022568|1	87.080	952	106	14	2595860	2596801	2594894	2595838	0.0	1061
NC_022568.1	NC_022568|1	87.080	952	106	14	2594894	2595838	2595860	2596801	0.0	1061
NC_022568.1	NC_022568|1	81.619	1235	200	22	278980	280195	277057	278283	0.0	998
NC_022568.1	NC_022568|1	81.619	1235	200	22	277057	278283	278980	280195	0.0	998
NC_022568.1	NC_022568|1	81.228	1124	193	17	280163	281277	276403	277517	0.0	891
NC_022568.1	NC_022568|1	81.228	1124	193	17	276403	277517	280163	281277	0.0	891
NC_022568.1	NC_022568|1	96.283	538	15	5	226541	227077	226339	226872	0.0	878
NC_022568.1	NC_022568|1	96.283	538	15	5	226339	226872	226541	227077	0.0	878
NC_022568.1	NC_022568|1	86.469	606	74	8	494417	495017	493740	494342	0.0	658
NC_022568.1	NC_022568|1	86.469	606	74	8	493740	494342	494417	495017	0.0	658
NC_022568.1	NC_022568|1	75.723	1487	244	88	2642664	2644092	2642466	2643893	1.08e-178	638
NC_022568.1	NC_022568|1	75.723	1487	244	89	2642466	2643893	2642664	2644092	1.08e-178	638
NC_022568.1	NC_022568|1	74.893	1633	258	111	2642532	2644088	2642466	2644022	1.09e-168	604
NC_022568.1	NC_022568|1	74.939	1636	252	115	2642466	2644022	2642532	2644088	1.09e-168	604
NC_022568.1	NC_022568|1	77.968	994	197	19	957877	958863	956878	957856	3.93e-168	603
NC_022568.1	NC_022568|1	77.990	995	195	21	956878	957856	957877	958863	3.93e-168	603
NC_022568.1	NC_022568|1	74.871	1552	266	93	2642599	2644088	2642467	2643956	8.50e-165	592
NC_022568.1	NC_022568|1	74.822	1549	272	91	2642467	2643956	2642599	2644088	8.50e-165	592
NC_022568.1	NC_022568|1	81.926	675	114	8	2503154	2503824	2108782	2108112	1.85e-156	564
NC_022568.1	NC_022568|1	81.926	675	114	8	2108112	2108782	2503824	2503154	1.85e-156	564
NC_022568.1	NC_022568|1	74.841	1415	243	87	2642731	2644088	2642466	2643824	4.04e-148	536
NC_022568.1	NC_022568|1	74.770	1411	251	86	2642466	2643824	2642731	2644088	4.04e-148	536
NC_022568.1	NC_022568|1	94.328	335	14	5	226744	227077	226339	226669	8.80e-140	508
NC_022568.1	NC_022568|1	94.328	335	14	5	226339	226669	226744	227077	8.80e-140	508
NC_022568.1	NC_022568|1	75.000	1212	201	76	2642928	2644088	2642465	2643625	5.37e-127	466
NC_022568.1	NC_022568|1	74.855	1205	215	66	2642465	2643625	2642928	2644088	5.37e-127	466
NC_022568.1	NC_022568|1	74.431	1275	232	76	2642861	2644088	2642464	2643691	6.95e-126	462
NC_022568.1	NC_022568|1	74.511	1279	224	81	2642464	2643691	2642861	2644088	6.95e-126	462
NC_022568.1	NC_022568|1	98.039	255	1	2	2397183	2397435	1743648	1743900	3.26e-119	440
NC_022568.1	NC_022568|1	98.039	255	1	2	1743648	1743900	2397183	2397435	3.26e-119	440
NC_022568.1	NC_022568|1	86.064	409	50	5	2735179	2735582	2734954	2735360	5.45e-117	433
NC_022568.1	NC_022568|1	86.064	409	50	5	2734954	2735360	2735179	2735582	5.45e-117	433
NC_022568.1	NC_022568|1	81.013	553	95	8	430621	431168	430411	430958	1.96e-116	431
NC_022568.1	NC_022568|1	81.013	553	95	8	430411	430958	430621	431168	1.96e-116	431
NC_022568.1	NC_022568|1	76.389	936	141	56	2643193	2644088	2642466	2643361	1.96e-116	431
NC_022568.1	NC_022568|1	76.389	936	141	55	2642466	2643361	2643193	2644088	1.96e-116	431
NC_022568.1	NC_022568|1	84.187	449	58	11	75084	75526	71724	72165	3.28e-114	424
NC_022568.1	NC_022568|1	84.187	449	58	11	71724	72165	75084	75526	3.28e-114	424
NC_022568.1	NC_022568|1	75.047	1074	178	60	2643060	2644088	2642465	2643493	5.49e-112	416
NC_022568.1	NC_022568|1	75.070	1075	176	61	2642465	2643493	2643060	2644088	5.49e-112	416
NC_022568.1	NC_022568|1	73.422	1347	246	85	2642798	2644088	2642467	2643757	1.54e-107	401
NC_022568.1	NC_022568|1	73.422	1347	246	84	2642467	2643757	2642798	2644088	1.54e-107	401
NC_022568.1	NC_022568|1	86.402	353	45	3	2854265	2854616	2853751	2854101	5.57e-102	383
NC_022568.1	NC_022568|1	86.402	353	45	3	2853751	2854101	2854265	2854616	5.57e-102	383
NC_022568.1	NC_022568|1	74.851	1010	158	63	2643127	2644088	2642466	2643427	4.33e-98	370
NC_022568.1	NC_022568|1	76.529	801	114	60	2643325	2644088	2642466	2643229	4.33e-98	370
NC_022568.1	NC_022568|1	74.876	1011	156	66	2642466	2643427	2643127	2644088	4.33e-98	370
