NC_000902.1	NC_022569|1	92.974	612	37	1	18946	19551	381368	381979	0.0	911
NC_000902.1	NC_022569|1	97.151	351	10	0	2068	2418	367142	367492	1.30e-165	589
NC_000902.1	NC_022569|1	97.947	341	7	0	14821	15161	379769	380109	5.51e-164	583
NC_000902.1	NC_022569|1	76.601	406	87	5	27103	27504	1096696	1097097	1.69e-75	289
NC_000902.1	NC_022569|1	96.429	168	6	0	16964	17131	380692	380859	1.07e-71	277
NC_000902.1	NC_022569|1	64.786	1241	412	15	137	1362	1079288	1080518	2.06e-55	223
NC_000902.1	NC_022569|1	90.385	156	15	0	4519	4674	368053	368208	1.07e-52	214
NC_000902.1	NC_022569|1	79.832	238	46	2	58546	58782	2146934	2146698	1.59e-50	206
NC_000902.1	NC_022569|1	88.961	154	17	0	58885	59038	368053	368206	6.75e-49	201
NC_000902.1	NC_022569|1	83.030	165	23	4	57685	57847	1982992	1983153	7.21e-36	158
NC_000902.1	NC_022569|1	85.507	138	19	1	26190	26326	384983	385120	2.52e-35	156
NC_000902.1	NC_022569|1	75.610	205	40	8	17186	17383	2836918	2836717	6.33e-24	118
NC_000902.1	NC_022569|1	77.019	161	35	2	27109	27268	2827097	2826938	2.21e-23	116
NC_000902.1	NC_022569|1	86.458	96	12	1	20595	20689	3412247	3412342	9.39e-22	111
NC_000902.1	NC_022569|1	73.184	179	48	0	27114	27292	384505	384683	1.14e-20	107
NC_000902.1	NC_022569|1	74.233	163	40	2	27107	27268	1976039	1975878	5.92e-18	98.7
NC_000902.1	NC_022569|1	92.424	66	5	0	58747	58812	367999	368064	2.07e-17	96.9
NC_000902.1	NC_022569|1	72.832	173	45	2	19540	19711	382189	382360	2.52e-16	93.3
NC_000902.1	NC_022569|1	100.000	49	0	0	59191	59239	368363	368411	3.07e-15	89.7
NC_000902.1	NC_022569|1	87.879	66	8	0	58523	58588	367934	367999	1.30e-13	84.2
NC_000902.1	NC_022569|1	92.308	52	4	0	58338	58389	367764	367815	1.94e-11	77.0
NC_000902.1	NC_022569|1	92.157	51	4	0	4826	4876	368363	368413	6.76e-11	75.2
NC_000902.1	NC_022569|1	69.130	230	51	9	7814	8024	370970	371198	2.36e-10	73.4
NC_000902.1	NC_022569|1	91.667	48	4	0	2602	2649	367934	367981	2.87e-09	69.8
NC_000902.1	NC_022569|1	76.190	105	21	3	19733	19835	2407031	2406929	1.00e-08	68.0
NC_000902.1	NC_022569|1	81.667	60	11	0	8880	8939	373840	373899	5.20e-06	59.0
NC_000902.1	NC_022569|1	97.143	35	1	0	12332	12366	377405	377439	5.20e-06	59.0
NC_000902.1	NC_022569|1	85.185	54	7	1	20184	20236	2405211	2405158	5.20e-06	59.0
NC_000902.1	NC_022569|1	77.465	71	16	0	20792	20862	637414	637484	1.81e-05	57.2
NC_000902.1	NC_022569|1	76.250	80	18	1	20783	20862	843036	843114	6.33e-05	55.4
NC_000902.1	NC_022569|1	91.667	36	3	0	9303	9338	374321	374356	7.71e-04	51.8
NC_000902.1	NC_022569|1	75.641	78	18	1	20785	20862	842627	842703	7.71e-04	51.8
NC_000902.1	NC_022569|1	76.250	80	17	2	20788	20867	842916	842993	7.71e-04	51.8
NC_000902.1	NC_022569|1	76.000	75	17	1	20788	20862	843251	843324	7.71e-04	51.8
NC_000902.1	NC_022569|1	76.056	71	17	0	38236	38306	1118516	1118586	7.71e-04	51.8
NC_000902.1	NC_022569|1	76.000	75	17	1	20788	20862	2599637	2599710	7.71e-04	51.8
NC_000902.1	NC_022569|1	76.056	71	17	0	38236	38306	2804234	2804164	7.71e-04	51.8
NC_000902.1	NC_022569|1	76.056	71	17	0	13634	13704	4543795	4543865	7.71e-04	51.8
NC_000902.1	NC_022569|1	80.769	52	10	0	4619	4670	1089515	1089464	0.003	50.0
NC_000902.1	NC_022569|1	89.189	37	4	0	2079	2115	1090156	1090120	0.003	50.0
NC_000902.1	NC_022569|1	81.818	55	8	2	8438	8490	371566	371620	0.009	48.2
NC_000902.1	NC_022569|1	73.684	76	20	0	38251	38326	2412143	2412068	0.009	48.2
NC_000902.1	NC_022569|1	86.842	38	4	1	2420	2456	367772	367809	0.40	42.8
NC_000902.1	NC_022569|1	100.000	22	0	0	22390	22411	1314357	1314378	1.4	41.0
NC_000902.1	NC_022569|1	87.500	32	4	0	29570	29601	3159602	3159633	1.4	41.0
NC_000902.1	NC_022569|1	87.097	31	4	0	10902	10932	375958	375988	4.9	39.2
NC_000902.1	NC_022569|1	89.655	29	3	0	22552	22580	1977661	1977633	4.9	39.2
NC_000902.1	NC_022569|1	100.000	21	0	0	22392	22412	2143536	2143556	4.9	39.2
NC_000902.1	NC_022569|1	87.097	31	4	0	2625	2655	2146934	2146904	4.9	39.2
NC_000902.1	NC_022569|1	80.435	46	4	2	26863	26903	2609893	2609848	4.9	39.2
NC_000902.1	NC_022569|1	90.000	30	1	1	22718	22747	3079794	3079821	4.9	39.2
NC_000902.1	NC_022569|1	74.576	59	15	0	20793	20851	4217221	4217279	4.9	39.2
NC_000902.1	NC_022569|1	85.294	34	5	0	20417	20450	4739281	4739248	4.9	39.2
NC_000902.1	NC_022546|1	71.098	346	95	3	26337	26679	2605833	2605490	4.86e-38	165
NC_000902.1	NC_022546|1	86.076	79	11	0	20611	20689	2778188	2778266	2.52e-16	93.3
NC_000902.1	NC_022546|1	79.012	81	17	0	20783	20863	3777441	3777361	2.87e-09	69.8
NC_000902.1	NC_022546|1	76.404	89	21	0	16635	16723	2608552	2608464	3.50e-08	66.2
NC_000902.1	NC_022546|1	75.949	79	18	1	20784	20862	670673	670750	2.21e-04	53.6
NC_000902.1	NC_022546|1	75.949	79	18	1	20788	20866	1487982	1488059	2.21e-04	53.6
NC_000902.1	NC_022546|1	88.571	35	4	0	57804	57838	221184	221218	0.033	46.4
